Prefijo,Componentes_CHL,Modelos,Fenotipos,Heredabilidad
CBaya,C,BRR,CBaya.C,0.0357761734452616
CBaya,C,BRR,CBaya.C,0.0313997441595379
CBaya,C,BRR,CBaya.C,0.0279125823957511
CBaya,C,BRR,CBaya.C,0.0334138856182608
CBaya,C,BRR,CBaya.C,0.0275728108150771
CBaya,C,BRR,CBaya.C,0.0263052981006159
CBaya,C,BRR,CBaya.C,0.028327866338035
CBaya,C,BRR,CBaya.C,0.0229345410708168
CBaya,C,BRR,CBaya.C,0.0246238449963318
CBaya,C,BRR,CBaya.C,0.026933533749785
CBaya,C,BRR,CBaya.C,0.0283309541473022
CBaya,C,BRR,CBaya.C,0.0266308366091409
CBaya,C,BRR,CBaya.C,0.028100332626775
CBaya,C,BRR,CBaya.C,0.0308830579848065
CBaya,C,BRR,CBaya.C,0.0317968591933486
CBaya,C,BRR,CBaya.C,0.0365948459389246
CBaya,C,BRR,CBaya.C,0.0280830665846908
CBaya,C,BRR,CBaya.C,0.0359628648763731
CBaya,C,BRR,CBaya.C,0.034942625219489
CBaya,C,BRR,CBaya.C,0.0293549215177351
CBaya,C,BRR,CBaya.C,0.0265685695870255
CBaya,C,BRR,CBaya.C,0.0321432803938761
CBaya,C,BRR,CBaya.C,0.0262530130294301
CBaya,C,BRR,CBaya.C,0.0281998252054979
CBaya,C,BRR,CBaya.C,0.0288297138343706
CBaya,C,BRR,CBaya.C,0.0278341736002517
CBaya,C,BRR,CBaya.C,0.0263805229160579
CBaya,C,BRR,CBaya.C,0.0280799112254927
CBaya,C,BRR,CBaya.C,0.0371111889969273
CBaya,C,BRR,CBaya.C,0.0329852746636959
CBaya,C,BRR,CBaya.C,0.0342147312973523
CBaya,C,BRR,CBaya.C,0.0289377938760096
CBaya,C,BRR,CBaya.C,0.0358416716913029
CBaya,C,BRR,CBaya.C,0.042484501579861
CBaya,C,BRR,CBaya.C,0.0389038199868789
CBaya,C,BRR,CBaya.C,0.0228232604238634
CBaya,C,BRR,CBaya.C,0.0332186303861778
CBaya,C,BRR,CBaya.C,0.0368632906458817
CBaya,C,BRR,CBaya.C,0.0328846476375677
CBaya,C,BRR,CBaya.C,0.0323196831271978
CBaya,C,BRR,CBaya.C,0.0276502173553662
CBaya,C,BRR,CBaya.C,0.0272009242641098
CBaya,C,BRR,CBaya.C,0.0264380960071097
CBaya,C,BRR,CBaya.C,0.0290522222764924
CBaya,C,BRR,CBaya.C,0.0262009621059735
CBaya,C,BRR,CBaya.C,0.0284073055238074
CBaya,C,BRR,CBaya.C,0.0326854487488804
CBaya,C,BRR,CBaya.C,0.0449919002818823
CBaya,C,BRR,CBaya.C,0.0391215647178458
CBaya,C,BRR,CBaya.C,0.0333136231475543
CBaya,C,BRR,CBaya.C,0.0390745054662579
CBaya,C,BRR,CBaya.C,0.0313608293702552
CBaya,C,BRR,CBaya.C,0.0343750313200425
CBaya,C,BRR,CBaya.C,0.0461513442898357
CBaya,C,BRR,CBaya.C,0.0469219356794494
CBaya,C,BRR,CBaya.C,0.0449749754566286
CBaya,C,BRR,CBaya.C,0.0421936477764001
CBaya,C,BRR,CBaya.C,0.0412755005363081
CBaya,C,BRR,CBaya.C,0.0370418001122501
CBaya,C,BRR,CBaya.C,0.0464274254733648
CBaya,C,BRR,CBaya.C,0.0488620593834329
CBaya,C,BRR,CBaya.C,0.041806730117825
CBaya,C,BRR,CBaya.C,0.040182904701751
CBaya,C,BRR,CBaya.C,0.0462176965539364
CBaya,C,BRR,CBaya.C,0.0374942876267127
CBaya,C,BRR,CBaya.C,0.0376373639519755
CBaya,C,BRR,CBaya.C,0.0395171093191333
CBaya,C,BRR,CBaya.C,0.0269979522378061
CBaya,C,BRR,CBaya.C,0.0473264776823425
CBaya,C,BRR,CBaya.C,0.0383951202631884
CBaya,C,BRR,CBaya.C,0.0367272518373625
CBaya,C,BRR,CBaya.C,0.0340671297958768
CBaya,C,BRR,CBaya.C,0.0312278237526638
CBaya,C,BRR,CBaya.C,0.0299821973260554
CBaya,C,BRR,CBaya.C,0.0227658318828627
CBaya,C,BRR,CBaya.C,0.025720842705302
CBaya,C,BRR,CBaya.C,0.0273366454310455
CBaya,C,BRR,CBaya.C,0.0242472113665235
CBaya,C,BRR,CBaya.C,0.0245457995457072
CBaya,C,BRR,CBaya.C,0.0267397720122522
CBaya,C,BRR,CBaya.C,0.0282858020139336
CBaya,C,BRR,CBaya.C,0.0291280826609339
CBaya,C,BRR,CBaya.C,0.0297391225275754
CBaya,C,BRR,CBaya.C,0.0329511873873832
CBaya,C,BRR,CBaya.C,0.0336445469897837
CBaya,C,BRR,CBaya.C,0.0266942178769835
CBaya,C,BRR,CBaya.C,0.0236939008624092
CBaya,C,BRR,CBaya.C,0.023426284164243
CBaya,C,BRR,CBaya.C,0.0258606563040043
CBaya,C,BRR,CBaya.C,0.0259570469926541
CBaya,C,BRR,CBaya.C,0.0293046476722782
CBaya,C,BRR,CBaya.C,0.0229227861616142
CBaya,C,BRR,CBaya.C,0.0252905196343574
CBaya,C,BRR,CBaya.C,0.0286732833911814
CBaya,C,BRR,CBaya.C,0.0225642270442186
CBaya,C,BRR,CBaya.C,0.0283462854439409
CBaya,C,BRR,CBaya.C,0.0264138088005557
CBaya,C,BRR,CBaya.C,0.0262230759186253
CBaya,C,BRR,CBaya.C,0.0304252564920154
CBaya,C,BRR,CBaya.C,0.0315189615860647
CBaya,C,BRR,CBaya.C,0.0247960569593499
CBaya,C,BRR,CBaya.C,0.0275293600713479
CBaya,C,BRR,CBaya.C,0.0375426254980552
CBaya,C,BRR,CBaya.C,0.0268384651287668
CBaya,C,BRR,CBaya.C,0.0304221677025713
CBaya,C,BRR,CBaya.C,0.028513088169222
CBaya,C,BRR,CBaya.C,0.0319367919913782
CBaya,C,BRR,CBaya.C,0.0386318494513698
CBaya,C,BRR,CBaya.C,0.0300527093563073
CBaya,C,BRR,CBaya.C,0.0318757804121462
CBaya,C,BRR,CBaya.C,0.028698541805693
CBaya,C,BRR,CBaya.C,0.0255317322389288
CBaya,C,BRR,CBaya.C,0.0228026942691966
CBaya,C,BRR,CBaya.C,0.0222827035560199
CBaya,C,BRR,CBaya.C,0.0180160933694317
CBaya,C,BRR,CBaya.C,0.0249746357361248
CBaya,C,BRR,CBaya.C,0.022020226718785
CBaya,C,BRR,CBaya.C,0.020610320248003
CBaya,C,BRR,CBaya.C,0.0229619069931607
CBaya,C,BRR,CBaya.C,0.0231569590323272
CBaya,C,BRR,CBaya.C,0.0185226847666818
CBaya,C,BRR,CBaya.C,0.0197572132596656
CBaya,C,BRR,CBaya.C,0.016938052864361
CBaya,C,BRR,CBaya.C,0.0212721766823731
CBaya,C,BRR,CBaya.C,0.0209026223526445
CBaya,C,BRR,CBaya.C,0.0163512475962444
CBaya,C,BRR,CBaya.C,0.0197283789206127
CBaya,C,BRR,CBaya.C,0.0198528155507527
CBaya,C,BRR,CBaya.C,0.0215751564517139
CBaya,C,BRR,CBaya.C,0.0179525784568236
CBaya,C,BRR,CBaya.C,0.018951618159869
CBaya,C,BRR,CBaya.C,0.0212800399065957
CBaya,C,BRR,CBaya.C,0.0218064756032294
CBaya,C,BRR,CBaya.C,0.0187779725553852
CBaya,C,BRR,CBaya.C,0.0278387248745133
CBaya,C,BRR,CBaya.C,0.0232269156820419
CBaya,C,BRR,CBaya.C,0.0209978714007199
CBaya,C,BRR,CBaya.C,0.0197330296029057
CBaya,C,BRR,CBaya.C,0.0157923472272722
CBaya,C,BRR,CBaya.C,0.0170868962099043
CBaya,C,BRR,CBaya.C,0.0167013054243211
CBaya,C,BRR,CBaya.C,0.0190440281033642
CBaya,C,BRR,CBaya.C,0.0234715353526945
CBaya,C,BRR,CBaya.C,0.0164936283531917
CBaya,C,BRR,CBaya.C,0.0206396928279206
CBaya,C,BRR,CBaya.C,0.0261397513186944
CBaya,C,BRR,CBaya.C,0.0275639891199118
CBaya,C,BRR,CBaya.C,0.0280617152423905
CBaya,C,BRR,CBaya.C,0.0280309049546494
CBaya,C,BRR,CBaya.C,0.0222514065808061
CBaya,C,BRR,CBaya.C,0.0256090731129962
CBaya,C,BRR,CBaya.C,0.0259338415257003
CBaya,C,BRR,CBaya.C,0.0222865920919357
CBaya,C,BRR,CBaya.C,0.0266168498378042
CBaya,C,BRR,CBaya.C,0.0284274540202637
CBaya,C,BRR,CBaya.C,0.0266067187911541
CBaya,C,BRR,CBaya.C,0.022730828813786
CBaya,C,BRR,CBaya.C,0.0232886779565801
CBaya,C,BRR,CBaya.C,0.0240425946083897
CBaya,C,BRR,CBaya.C,0.0227782475093954
CBaya,C,BRR,CBaya.C,0.0245917288672014
CBaya,C,BRR,CBaya.C,0.0264122732712027
CBaya,C,BRR,CBaya.C,0.0286337210707793
CBaya,C,BRR,CBaya.C,0.0248684895297669
CBaya,C,BRR,CBaya.C,0.0270872610774625
CBaya,C,BRR,CBaya.C,0.0232531053463127
CBaya,C,BRR,CBaya.C,0.0262116909273852
CBaya,C,BRR,CBaya.C,0.0278842576602761
CBaya,C,BRR,CBaya.C,0.0366282454274786
CBaya,C,BRR,CBaya.C,0.0370536933666194
CBaya,C,BRR,CBaya.C,0.0407062666086641
CBaya,C,BRR,CBaya.C,0.0454502693908152
CBaya,C,BRR,CBaya.C,0.0386626450866389
CBaya,C,BRR,CBaya.C,0.0359218131509197
CBaya,C,BRR,CBaya.C,0.0364777242429236
CBaya,C,BRR,CBaya.C,0.0358170841015085
CBaya,C,BRR,CBaya.C,0.030857463428079
CBaya,C,BRR,CBaya.C,0.0351578563330679
CBaya,C,BRR,CBaya.C,0.0263168255380379
CBaya,C,BRR,CBaya.C,0.0325090550234609
CBaya,C,BRR,CBaya.C,0.0322852421626914
CBaya,C,BRR,CBaya.C,0.0373572529962534
CBaya,C,BRR,CBaya.C,0.0421744773454983
CBaya,C,BRR,CBaya.C,0.0350057444542023
CBaya,C,BRR,CBaya.C,0.0402199790652109
CBaya,C,BRR,CBaya.C,0.0350382843833382
CBaya,C,BRR,CBaya.C,0.0286011028554365
CBaya,C,BRR,CBaya.C,0.0320800652562153
CBaya,C,BRR,CBaya.C,0.0322505837106396
CBaya,C,BRR,CBaya.C,0.0382300203323005
CBaya,C,BRR,CBaya.C,0.0444414514596642
CBaya,C,BRR,CBaya.C,0.0496208516017824
CBaya,C,BRR,CBaya.C,0.0355363808812328
CBaya,C,BRR,CBaya.C,0.0397495491449241
CBaya,C,BRR,CBaya.C,0.0388031088068398
CBaya,C,BRR,CBaya.C,0.0322158981134628
CBaya,C,BRR,CBaya.C,0.0373804130599579
CBaya,C,BRR,CBaya.C,0.0322940432413631
CBaya,C,BRR,CBaya.C,0.0386277240109206
CBaya,C,BRR,CBaya.C,0.0290512632979855
CBaya,C,BRR,CBaya.C,0.0353155202161529
CBaya,C,BRR,CBaya.C,0.0312904127523787
CBaya,C,BRR,CBaya.C,0.0328403378742187
CBaya,C,BRR,CBaya.C,0.0297558661044544
CBaya,C,BRR,CBaya.C,0.0282760990931449
CBaya,C,BRR,CBaya.C,0.0365300594814899
CBaya,C,BRR,CBaya.C,0.0318155974546754
CBaya,C,BRR,CBaya.C,0.0348310869822729
CBaya,C,BRR,CBaya.C,0.0339637484887525
CBaya,C,BRR,CBaya.C,0.0381548726227729
CBaya,C,BRR,CBaya.C,0.0396640567261343
CBaya,C,BRR,CBaya.C,0.0350261433999109
CBaya,C,BRR,CBaya.C,0.0314602730016772
CBaya,C,BRR,CBaya.C,0.0369491217825584
CBaya,C,BRR,CBaya.C,0.0358327640274069
CBaya,C,BRR,CBaya.C,0.0343996982699516
