Prefijo,CHL_Components,Modelos,Fenotipos,Heritability
PCSprout,C,BRR,PCSprout.C,0.0884219728605495
PCSprout,C,BRR,PCSprout.C,0.0691356418219866
PCSprout,C,BRR,PCSprout.C,0.107014972053203
PCSprout,C,BRR,PCSprout.C,0.113654820821001
PCSprout,C,BRR,PCSprout.C,0.103157950181724
PCSprout,C,BRR,PCSprout.C,0.104077518699193
PCSprout,C,BRR,PCSprout.C,0.100891443848266
PCSprout,C,BRR,PCSprout.C,0.0907576385921673
PCSprout,C,BRR,PCSprout.C,0.108393573626077
PCSprout,C,BRR,PCSprout.C,0.106683544337507
PCSprout,C,BRR,PCSprout.C,0.143252564134481
PCSprout,C,BRR,PCSprout.C,0.115694998170718
PCSprout,C,BRR,PCSprout.C,0.104963302973927
PCSprout,C,BRR,PCSprout.C,0.101439365397893
PCSprout,C,BRR,PCSprout.C,0.105582544535936
PCSprout,C,BRR,PCSprout.C,0.131673873960623
PCSprout,C,BRR,PCSprout.C,0.140713387092345
PCSprout,C,BRR,PCSprout.C,0.117236917391488
PCSprout,C,BRR,PCSprout.C,0.10973279235552
PCSprout,C,BRR,PCSprout.C,0.114248801021334
PCSprout,C,BRR,PCSprout.C,0.110732110601606
PCSprout,C,BRR,PCSprout.C,0.120201623380181
PCSprout,C,BRR,PCSprout.C,0.112503762307131
PCSprout,C,BRR,PCSprout.C,0.115526098897558
PCSprout,C,BRR,PCSprout.C,0.110431867903975
PCSprout,C,BRR,PCSprout.C,0.138105185659537
PCSprout,C,BRR,PCSprout.C,0.136985731799016
PCSprout,C,BRR,PCSprout.C,0.170269765464088
PCSprout,C,BRR,PCSprout.C,0.165462210756894
PCSprout,C,BRR,PCSprout.C,0.194337109847937
PCSprout,C,BRR,PCSprout.C,0.214774162943055
PCSprout,C,BRR,PCSprout.C,0.198229879433209
PCSprout,C,BRR,PCSprout.C,0.191157185001312
PCSprout,C,BRR,PCSprout.C,0.165340201019748
PCSprout,C,BRR,PCSprout.C,0.159796602165062
PCSprout,C,BRR,PCSprout.C,0.17349844428026
PCSprout,C,BRR,PCSprout.C,0.15572543833495
PCSprout,C,BRR,PCSprout.C,0.166539122784347
PCSprout,C,BRR,PCSprout.C,0.152982372573472
PCSprout,C,BRR,PCSprout.C,0.153000817321255
PCSprout,C,BRR,PCSprout.C,0.155023309070399
PCSprout,C,BRR,PCSprout.C,0.137093958151098
PCSprout,C,BRR,PCSprout.C,0.161455443739863
PCSprout,C,BRR,PCSprout.C,0.131589430398084
PCSprout,C,BRR,PCSprout.C,0.174460533426265
PCSprout,C,BRR,PCSprout.C,0.160211998546895
PCSprout,C,BRR,PCSprout.C,0.202588514760198
PCSprout,C,BRR,PCSprout.C,0.163791414973955
PCSprout,C,BRR,PCSprout.C,0.168220868156556
PCSprout,C,BRR,PCSprout.C,0.170105910253443
PCSprout,C,BRR,PCSprout.C,0.134737801982637
PCSprout,C,BRR,PCSprout.C,0.156146048955173
PCSprout,C,BRR,PCSprout.C,0.134701478075313
PCSprout,C,BRR,PCSprout.C,0.120026970745739
PCSprout,C,BRR,PCSprout.C,0.140773277655712
PCSprout,C,BRR,PCSprout.C,0.151014158791136
PCSprout,C,BRR,PCSprout.C,0.156765632403479
PCSprout,C,BRR,PCSprout.C,0.135699311340273
PCSprout,C,BRR,PCSprout.C,0.142542974212312
PCSprout,C,BRR,PCSprout.C,0.16300322144791
PCSprout,C,BRR,PCSprout.C,0.177951614355928
PCSprout,C,BRR,PCSprout.C,0.195193755949299
PCSprout,C,BRR,PCSprout.C,0.196865120283632
PCSprout,C,BRR,PCSprout.C,0.221272070648558
PCSprout,C,BRR,PCSprout.C,0.184104279154923
PCSprout,C,BRR,PCSprout.C,0.146087993415459
PCSprout,C,BRR,PCSprout.C,0.134581689626071
PCSprout,C,BRR,PCSprout.C,0.187486152588251
PCSprout,C,BRR,PCSprout.C,0.231667803043785
PCSprout,C,BRR,PCSprout.C,0.219325588892667
PCSprout,C,BRR,PCSprout.C,0.223688879028018
PCSprout,C,BRR,PCSprout.C,0.188161629402566
PCSprout,C,BRR,PCSprout.C,0.226944147791019
PCSprout,C,BRR,PCSprout.C,0.215543186614548
PCSprout,C,BRR,PCSprout.C,0.191419732548538
PCSprout,C,BRR,PCSprout.C,0.161647850678963
PCSprout,C,BRR,PCSprout.C,0.190425717049039
PCSprout,C,BRR,PCSprout.C,0.171335478280733
PCSprout,C,BRR,PCSprout.C,0.16194776921319
PCSprout,C,BRR,PCSprout.C,0.179249857804177
PCSprout,C,BRR,PCSprout.C,0.172732392902115
PCSprout,C,BRR,PCSprout.C,0.17800788688757
PCSprout,C,BRR,PCSprout.C,0.18593540341758
PCSprout,C,BRR,PCSprout.C,0.169130646918192
PCSprout,C,BRR,PCSprout.C,0.116777700052619
PCSprout,C,BRR,PCSprout.C,0.120281077044846
PCSprout,C,BRR,PCSprout.C,0.154340431003282
PCSprout,C,BRR,PCSprout.C,0.125730962416978
PCSprout,C,BRR,PCSprout.C,0.141802268134437
PCSprout,C,BRR,PCSprout.C,0.130385623070412
PCSprout,C,BRR,PCSprout.C,0.115642508544538
PCSprout,C,BRR,PCSprout.C,0.167939474680953
PCSprout,C,BRR,PCSprout.C,0.128321327689857
PCSprout,C,BRR,PCSprout.C,0.150276160449828
PCSprout,C,BRR,PCSprout.C,0.13934280352058
PCSprout,C,BRR,PCSprout.C,0.14673185744815
PCSprout,C,BRR,PCSprout.C,0.123050967384992
PCSprout,C,BRR,PCSprout.C,0.115918548829855
PCSprout,C,BRR,PCSprout.C,0.133595162074828
PCSprout,C,BRR,PCSprout.C,0.115216401639653
PCSprout,C,BRR,PCSprout.C,0.0983825086949329
PCSprout,C,BRR,PCSprout.C,0.123460505515647
PCSprout,C,BRR,PCSprout.C,0.143219581942511
PCSprout,C,BRR,PCSprout.C,0.142951340111494
PCSprout,C,BRR,PCSprout.C,0.131112020931756
PCSprout,C,BRR,PCSprout.C,0.114633783914773
PCSprout,C,BRR,PCSprout.C,0.134255546773077
PCSprout,C,BRR,PCSprout.C,0.152994635289235
PCSprout,C,BRR,PCSprout.C,0.120611782529511
PCSprout,C,BRR,PCSprout.C,0.124832297240072
PCSprout,C,BRR,PCSprout.C,0.0926264761930446
PCSprout,C,BRR,PCSprout.C,0.135583787683573
PCSprout,C,BRR,PCSprout.C,0.133898925670393
PCSprout,C,BRR,PCSprout.C,0.157655652539834
PCSprout,C,BRR,PCSprout.C,0.120987892319555
PCSprout,C,BRR,PCSprout.C,0.125768947901035
PCSprout,C,BRR,PCSprout.C,0.11523358736484
PCSprout,C,BRR,PCSprout.C,0.119942804078131
PCSprout,C,BRR,PCSprout.C,0.116011939041758
PCSprout,C,BRR,PCSprout.C,0.131411356303229
PCSprout,C,BRR,PCSprout.C,0.13069314944642
PCSprout,C,BRR,PCSprout.C,0.131213795733822
PCSprout,C,BRR,PCSprout.C,0.175943715556911
PCSprout,C,BRR,PCSprout.C,0.17664183252334
PCSprout,C,BRR,PCSprout.C,0.169967665636797
PCSprout,C,BRR,PCSprout.C,0.143401401472523
PCSprout,C,BRR,PCSprout.C,0.154350109138988
PCSprout,C,BRR,PCSprout.C,0.106661179473681
PCSprout,C,BRR,PCSprout.C,0.0924209134057404
PCSprout,C,BRR,PCSprout.C,0.116029302795483
PCSprout,C,BRR,PCSprout.C,0.121697238410806
PCSprout,C,BRR,PCSprout.C,0.131168222077731
PCSprout,C,BRR,PCSprout.C,0.150789904689853
PCSprout,C,BRR,PCSprout.C,0.144002677745349
PCSprout,C,BRR,PCSprout.C,0.147161890844653
PCSprout,C,BRR,PCSprout.C,0.14848799159383
PCSprout,C,BRR,PCSprout.C,0.142542008119974
PCSprout,C,BRR,PCSprout.C,0.175420948344189
PCSprout,C,BRR,PCSprout.C,0.133130018946533
PCSprout,C,BRR,PCSprout.C,0.135696617910573
PCSprout,C,BRR,PCSprout.C,0.142295755421735
PCSprout,C,BRR,PCSprout.C,0.172507506750072
PCSprout,C,BRR,PCSprout.C,0.190628827090187
PCSprout,C,BRR,PCSprout.C,0.158185502627039
PCSprout,C,BRR,PCSprout.C,0.181765225029373
PCSprout,C,BRR,PCSprout.C,0.174123375739902
PCSprout,C,BRR,PCSprout.C,0.193981688473697
PCSprout,C,BRR,PCSprout.C,0.229097990625097
PCSprout,C,BRR,PCSprout.C,0.210313089205416
PCSprout,C,BRR,PCSprout.C,0.220485360187981
PCSprout,C,BRR,PCSprout.C,0.241900630369537
PCSprout,C,BRR,PCSprout.C,0.228510235556783
PCSprout,C,BRR,PCSprout.C,0.159489619651827
PCSprout,C,BRR,PCSprout.C,0.14216917127938
PCSprout,C,BRR,PCSprout.C,0.193592857001484
PCSprout,C,BRR,PCSprout.C,0.16818311736624
PCSprout,C,BRR,PCSprout.C,0.209869435390263
PCSprout,C,BRR,PCSprout.C,0.268700472615515
PCSprout,C,BRR,PCSprout.C,0.207760171750275
PCSprout,C,BRR,PCSprout.C,0.200954348386574
PCSprout,C,BRR,PCSprout.C,0.202681502565966
PCSprout,C,BRR,PCSprout.C,0.209831916077446
PCSprout,C,BRR,PCSprout.C,0.253329262292513
PCSprout,C,BRR,PCSprout.C,0.245962512373506
PCSprout,C,BRR,PCSprout.C,0.276848023756255
PCSprout,C,BRR,PCSprout.C,0.274241005623521
PCSprout,C,BRR,PCSprout.C,0.330692102965475
PCSprout,C,BRR,PCSprout.C,0.234648408813865
PCSprout,C,BRR,PCSprout.C,0.232998614782617
PCSprout,C,BRR,PCSprout.C,0.2598156584776
PCSprout,C,BRR,PCSprout.C,0.279173347338969
PCSprout,C,BRR,PCSprout.C,0.24754272641187
PCSprout,C,BRR,PCSprout.C,0.216826124818957
PCSprout,C,BRR,PCSprout.C,0.196585105474894
PCSprout,C,BRR,PCSprout.C,0.207383597462771
PCSprout,C,BRR,PCSprout.C,0.173386621348446
PCSprout,C,BRR,PCSprout.C,0.175995911419626
PCSprout,C,BRR,PCSprout.C,0.200148497795946
PCSprout,C,BRR,PCSprout.C,0.173444724649663
PCSprout,C,BRR,PCSprout.C,0.142182970492314
PCSprout,C,BRR,PCSprout.C,0.11958190419902
PCSprout,C,BRR,PCSprout.C,0.152644201830756
PCSprout,C,BRR,PCSprout.C,0.158613408536733
PCSprout,C,BRR,PCSprout.C,0.174290816931148
PCSprout,C,BRR,PCSprout.C,0.154896799300023
PCSprout,C,BRR,PCSprout.C,0.173951712933251
PCSprout,C,BRR,PCSprout.C,0.194353349079116
PCSprout,C,BRR,PCSprout.C,0.254749516664557
PCSprout,C,BRR,PCSprout.C,0.259981548809863
PCSprout,C,BRR,PCSprout.C,0.20523709722265
PCSprout,C,BRR,PCSprout.C,0.206550429187212
PCSprout,C,BRR,PCSprout.C,0.21173431582357
PCSprout,C,BRR,PCSprout.C,0.183093860423712
PCSprout,C,BRR,PCSprout.C,0.172515795263793
PCSprout,C,BRR,PCSprout.C,0.185960642047828
PCSprout,C,BRR,PCSprout.C,0.243669006533772
PCSprout,C,BRR,PCSprout.C,0.238280420423326
PCSprout,C,BRR,PCSprout.C,0.243423784080377
PCSprout,C,BRR,PCSprout.C,0.212121154156243
PCSprout,C,BRR,PCSprout.C,0.210317245890288
PCSprout,C,BRR,PCSprout.C,0.182697623333291
PCSprout,C,BRR,PCSprout.C,0.199701469101918
PCSprout,C,BRR,PCSprout.C,0.208329508877025
PCSprout,C,BRR,PCSprout.C,0.196335691948975
PCSprout,C,BRR,PCSprout.C,0.205170496839964
PCSprout,C,BRR,PCSprout.C,0.19251832151525
PCSprout,C,BRR,PCSprout.C,0.190289542270031
PCSprout,C,BRR,PCSprout.C,0.21218524970808
PCSprout,C,BRR,PCSprout.C,0.186283882243188
PCSprout,C,BRR,PCSprout.C,0.152654560306197
PCSprout,C,BRR,PCSprout.C,0.170158070838718
PCSprout,C,BRR,PCSprout.C,0.22783284192536
PCSprout,C,BRR,PCSprout.C,0.224197217012105
PCSprout,C,BRR,PCSprout.C,0.245745802791972
PCSprout,C,BRR,PCSprout.C,0.227071119326621
PCSprout,C,BRR,PCSprout.C,0.25245679836453
PCSprout,C,BRR,PCSprout.C,0.187325110830982
PCSprout,C,BRR,PCSprout.C,0.236030115740576
PCSprout,C,BRR,PCSprout.C,0.235856018744894
PCSprout,C,BRR,PCSprout.C,0.220203771444758
PCSprout,C,BRR,PCSprout.C,0.20885342295853
PCSprout,C,BRR,PCSprout.C,0.242037416630818
PCSprout,C,BRR,PCSprout.C,0.215418043832642
PCSprout,C,BRR,PCSprout.C,0.216133886301575
PCSprout,C,BRR,PCSprout.C,0.175761649592716
PCSprout,C,BRR,PCSprout.C,0.195179840813112
PCSprout,C,BRR,PCSprout.C,0.162215913978242
PCSprout,C,BRR,PCSprout.C,0.151335373251152
PCSprout,C,BRR,PCSprout.C,0.200371138142293
PCSprout,C,BRR,PCSprout.C,0.213716889044324
PCSprout,C,BRR,PCSprout.C,0.191321721488515
PCSprout,C,BRR,PCSprout.C,0.235356405038797
PCSprout,C,BRR,PCSprout.C,0.267965608551726
PCSprout,C,BRR,PCSprout.C,0.221819843004726
PCSprout,C,BRR,PCSprout.C,0.188968457829228
PCSprout,C,BRR,PCSprout.C,0.210182783337209
PCSprout,C,BRR,PCSprout.C,0.237213461843053
PCSprout,C,BRR,PCSprout.C,0.256090295471904
PCSprout,C,BRR,PCSprout.C,0.250997825754701
PCSprout,C,BRR,PCSprout.C,0.200014470442361
PCSprout,C,BRR,PCSprout.C,0.264528856213287
PCSprout,C,BRR,PCSprout.C,0.2454762862676
PCSprout,C,BRR,PCSprout.C,0.269885439714708
PCSprout,C,BRR,PCSprout.C,0.209483371811857
PCSprout,C,BRR,PCSprout.C,0.248453301981282
PCSprout,C,BRR,PCSprout.C,0.180896588133632
PCSprout,C,BRR,PCSprout.C,0.182695220079568
PCSprout,C,BRR,PCSprout.C,0.18078203262096
PCSprout,C,BRR,PCSprout.C,0.151367760746014
PCSprout,C,BRR,PCSprout.C,0.136131287436694
PCSprout,C,BRR,PCSprout.C,0.165986883665912
PCSprout,C,BRR,PCSprout.C,0.177133215562396
PCSprout,C,BRR,PCSprout.C,0.190199471360862
PCSprout,C,BRR,PCSprout.C,0.188185785801812
PCSprout,C,BRR,PCSprout.C,0.217311614792085
PCSprout,C,BRR,PCSprout.C,0.229810138417804
PCSprout,C,BRR,PCSprout.C,0.263727999379733
PCSprout,C,BRR,PCSprout.C,0.254989298804566
PCSprout,C,BRR,PCSprout.C,0.252734958380181
PCSprout,C,BRR,PCSprout.C,0.202338728728185
PCSprout,C,BRR,PCSprout.C,0.264716011647207
PCSprout,C,BRR,PCSprout.C,0.225389490539808
PCSprout,C,BRR,PCSprout.C,0.241062842196596
PCSprout,C,BRR,PCSprout.C,0.255537317300233
PCSprout,C,BRR,PCSprout.C,0.223909383476783
PCSprout,C,BRR,PCSprout.C,0.290468897293074
PCSprout,C,BRR,PCSprout.C,0.271229128218672
PCSprout,C,BRR,PCSprout.C,0.224707211357154
PCSprout,C,BRR,PCSprout.C,0.262451218047258
PCSprout,C,BRR,PCSprout.C,0.23426715468942
PCSprout,C,BRR,PCSprout.C,0.239850229352527
PCSprout,C,BRR,PCSprout.C,0.268366149926522
PCSprout,C,BRR,PCSprout.C,0.219352540953936
PCSprout,C,BRR,PCSprout.C,0.253128148126757
PCSprout,C,BRR,PCSprout.C,0.254237629708042
PCSprout,C,BRR,PCSprout.C,0.256639951987575
PCSprout,C,BRR,PCSprout.C,0.258241824211036
PCSprout,C,BRR,PCSprout.C,0.235789802970491
PCSprout,C,BRR,PCSprout.C,0.204674184047673
PCSprout,C,BRR,PCSprout.C,0.21561488902733
PCSprout,C,BRR,PCSprout.C,0.264100217545735
PCSprout,C,BRR,PCSprout.C,0.210111627953149
PCSprout,C,BRR,PCSprout.C,0.300788713806476
PCSprout,C,BRR,PCSprout.C,0.259962789993197
PCSprout,C,BRR,PCSprout.C,0.276077512985916
PCSprout,C,BRR,PCSprout.C,0.239413987954783
PCSprout,C,BRR,PCSprout.C,0.281915750293572
PCSprout,C,BRR,PCSprout.C,0.241361002828142
PCSprout,C,BRR,PCSprout.C,0.227748044704859
PCSprout,C,BRR,PCSprout.C,0.264001251178096
PCSprout,C,BRR,PCSprout.C,0.228546492957541
PCSprout,C,BRR,PCSprout.C,0.285848128322985
PCSprout,C,BRR,PCSprout.C,0.250180232999389
PCSprout,C,BRR,PCSprout.C,0.239782395190549
PCSprout,C,BRR,PCSprout.C,0.224908467318774
PCSprout,C,BRR,PCSprout.C,0.248430089608133
PCSprout,C,BRR,PCSprout.C,0.228167838988484
PCSprout,C,BRR,PCSprout.C,0.163296972586252
PCSprout,C,BRR,PCSprout.C,0.184167521869168
PCSprout,C,BRR,PCSprout.C,0.199485957744418
PCSprout,C,BRR,PCSprout.C,0.186436248588869
PCSprout,C,BRR,PCSprout.C,0.218627334070399
PCSprout,C,BRR,PCSprout.C,0.245906517174039
PCSprout,C,BRR,PCSprout.C,0.197420662217197
PCSprout,C,BRR,PCSprout.C,0.168560814941296
PCSprout,C,BRR,PCSprout.C,0.198812589984305
PCSprout,C,BRR,PCSprout.C,0.223687309319246
PCSprout,C,BRR,PCSprout.C,0.223465745042029
PCSprout,C,BRR,PCSprout.C,0.23271661075921
PCSprout,C,BRR,PCSprout.C,0.217676938925678
PCSprout,C,BRR,PCSprout.C,0.204448055395142
PCSprout,C,BRR,PCSprout.C,0.179908660662958
PCSprout,C,BRR,PCSprout.C,0.172093811072257
PCSprout,C,BRR,PCSprout.C,0.185147561770447
PCSprout,C,BRR,PCSprout.C,0.176407472815873
PCSprout,C,BRR,PCSprout.C,0.176127223631696
PCSprout,C,BRR,PCSprout.C,0.12516504958401
PCSprout,C,BRR,PCSprout.C,0.190260468283453
PCSprout,C,BRR,PCSprout.C,0.214672748495004
PCSprout,C,BRR,PCSprout.C,0.170150548205536
PCSprout,C,BRR,PCSprout.C,0.15102720757696
PCSprout,C,BRR,PCSprout.C,0.185908399722027
PCSprout,C,BRR,PCSprout.C,0.169061990968017
PCSprout,C,BRR,PCSprout.C,0.189084208988207
PCSprout,C,BRR,PCSprout.C,0.206292328639432
PCSprout,C,BRR,PCSprout.C,0.17158140172086
PCSprout,C,BRR,PCSprout.C,0.187059580249627
PCSprout,C,BRR,PCSprout.C,0.190331443672027
PCSprout,C,BRR,PCSprout.C,0.16929758860328
PCSprout,C,BRR,PCSprout.C,0.156476431645755
PCSprout,C,BRR,PCSprout.C,0.165709804720799
PCSprout,C,BRR,PCSprout.C,0.176563224932936
PCSprout,C,BRR,PCSprout.C,0.165476898196028
PCSprout,C,BRR,PCSprout.C,0.203661514158353
PCSprout,C,BRR,PCSprout.C,0.215248224238931
PCSprout,C,BRR,PCSprout.C,0.208379334604197
PCSprout,C,BRR,PCSprout.C,0.170623575431406
PCSprout,C,BRR,PCSprout.C,0.1866239496051
PCSprout,C,BRR,PCSprout.C,0.190621666292839
PCSprout,C,BRR,PCSprout.C,0.208634168037169
PCSprout,C,BRR,PCSprout.C,0.221790623168413
PCSprout,C,BRR,PCSprout.C,0.193090798124414
PCSprout,C,BRR,PCSprout.C,0.186166059748457
PCSprout,C,BRR,PCSprout.C,0.190789212785952
PCSprout,C,BRR,PCSprout.C,0.245250713817179
PCSprout,C,BRR,PCSprout.C,0.247360565764884
PCSprout,C,BRR,PCSprout.C,0.283917634064499
PCSprout,C,BRR,PCSprout.C,0.276997428677715
PCSprout,C,BRR,PCSprout.C,0.270282111128856
PCSprout,C,BRR,PCSprout.C,0.261258359585125
PCSprout,C,BRR,PCSprout.C,0.218090122018644
PCSprout,C,BRR,PCSprout.C,0.256003129956493
PCSprout,C,BRR,PCSprout.C,0.221925601843338
PCSprout,C,BRR,PCSprout.C,0.207358211232615
PCSprout,C,BRR,PCSprout.C,0.224892281747709
PCSprout,C,BRR,PCSprout.C,0.236716843621564
PCSprout,C,BRR,PCSprout.C,0.222796747197517
PCSprout,C,BRR,PCSprout.C,0.192742297853319
PCSprout,C,BRR,PCSprout.C,0.200464142723198
PCSprout,C,BRR,PCSprout.C,0.272607106153491
PCSprout,C,BRR,PCSprout.C,0.255509828519617
PCSprout,C,BRR,PCSprout.C,0.231831397199768
PCSprout,C,BRR,PCSprout.C,0.259532030456201
PCSprout,C,BRR,PCSprout.C,0.244083047562857
PCSprout,C,BRR,PCSprout.C,0.245871229499763
PCSprout,C,BRR,PCSprout.C,0.251654378349297
PCSprout,C,BRR,PCSprout.C,0.214168494527178
PCSprout,C,BRR,PCSprout.C,0.218959415971874
PCSprout,C,BRR,PCSprout.C,0.219011319745137
PCSprout,C,BRR,PCSprout.C,0.225703735698513
PCSprout,C,BRR,PCSprout.C,0.172901376477718
PCSprout,C,BRR,PCSprout.C,0.180414832841718
PCSprout,C,BRR,PCSprout.C,0.235718500632177
PCSprout,C,BRR,PCSprout.C,0.271085009943844
PCSprout,C,BRR,PCSprout.C,0.220537138748445
PCSprout,C,BRR,PCSprout.C,0.215197162885007
PCSprout,C,BRR,PCSprout.C,0.223744417665556
PCSprout,C,BRR,PCSprout.C,0.215259567269745
PCSprout,C,BRR,PCSprout.C,0.224624753196387
PCSprout,C,BRR,PCSprout.C,0.241526340631112
PCSprout,C,BRR,PCSprout.C,0.213778587670966
PCSprout,C,BRR,PCSprout.C,0.278025237923743
PCSprout,C,BRR,PCSprout.C,0.203170000869068
PCSprout,C,BRR,PCSprout.C,0.29221070586719
PCSprout,C,BRR,PCSprout.C,0.248459867984709
PCSprout,C,BRR,PCSprout.C,0.253050359616526
PCSprout,C,BRR,PCSprout.C,0.340004041504705
PCSprout,C,BRR,PCSprout.C,0.219115597795296
PCSprout,C,BRR,PCSprout.C,0.251359081641528
PCSprout,C,BRR,PCSprout.C,0.251697748555458
PCSprout,C,BRR,PCSprout.C,0.284743433457698
PCSprout,C,BRR,PCSprout.C,0.306141175129557
PCSprout,C,BRR,PCSprout.C,0.284286442762431
PCSprout,C,BRR,PCSprout.C,0.263026872077136
PCSprout,C,BRR,PCSprout.C,0.325036372178397
PCSprout,C,BRR,PCSprout.C,0.349807527514766
PCSprout,C,BRR,PCSprout.C,0.30688727950177
PCSprout,C,BRR,PCSprout.C,0.288641138359492
PCSprout,C,BRR,PCSprout.C,0.223761746408693
PCSprout,C,BRR,PCSprout.C,0.389922239088811
PCSprout,C,BRR,PCSprout.C,0.333864299656243
PCSprout,C,BRR,PCSprout.C,0.414884838200453
PCSprout,C,BRR,PCSprout.C,0.349203828436838
